Cust_id,frequency,recency,T,monetary_value
267207,1.0,160.0,553.0,3806.72
267208,3.0,775.0,819.0,2689.57
267209,0.0,0.0,770.0,0.0
267210,3.0,392.0,983.0,2700.99
267211,6.0,865.0,904.0,2755.5
267212,0.0,0.0,93.0,0.0
267214,5.0,777.0,1020.0,2369.78
267215,1.0,585.0,768.0,7591.35
267216,3.0,774.0,845.0,2789.02
267217,5.0,913.0,1094.0,2944.82
267220,3.0,227.0,859.0,4000.47
267222,0.0,0.0,815.0,0.0
267224,4.0,441.0,667.0,3364.72
267226,5.0,924.0,972.0,1724.24
267227,2.0,743.0,942.0,2659.18
267228,3.0,411.0,980.0,1269.28
267230,2.0,630.0,702.0,1613.3
267231,4.0,809.0,957.0,2886.54
267232,2.0,231.0,761.0,2389.01
267233,5.0,666.0,953.0,1851.54
267234,3.0,461.0,489.0,3580.94
267235,3.0,909.0,1033.0,1690.28
267236,4.0,892.0,997.0,2733.77
267237,2.0,760.0,822.0,3459.2
267239,2.0,146.0,480.0,1936.51
267240,3.0,786.0,961.0,1667.08
267241,1.0,455.0,562.0,632.06
267242,0.0,0.0,469.0,0.0
267243,1.0,273.0,353.0,3717.22
267244,2.0,659.0,1065.0,1172.4
267245,4.0,688.0,849.0,2748.41
267246,2.0,706.0,808.0,4815.04
267247,4.0,910.0,931.0,2427.41
267248,4.0,928.0,1042.0,1989.83
267251,3.0,346.0,705.0,2543.71
267252,5.0,722.0,1050.0,2283.81
267254,0.0,0.0,250.0,0.0
267255,0.0,0.0,898.0,0.0
267256,4.0,825.0,898.0,3725.51
267257,4.0,434.0,801.0,1915.79
267258,1.0,767.0,810.0,606.64
267260,4.0,588.0,1067.0,2522.16
267261,4.0,926.0,950.0,1567.44
267263,0.0,0.0,653.0,0.0
267264,2.0,961.0,1008.0,2833.22
267265,3.0,340.0,808.0,3049.43
267266,7.0,919.0,942.0,3821.72
267268,3.0,964.0,1051.0,3483.33
267269,2.0,641.0,1089.0,4709.51
267270,1.0,102.0,786.0,4812.27
267272,2.0,562.0,855.0,3161.96
267273,3.0,519.0,936.0,2796.02
267277,2.0,305.0,1058.0,1805.57
267278,2.0,399.0,570.0,1938.17
267279,2.0,633.0,1059.0,577.92
267280,2.0,374.0,584.0,2765.82
267281,1.0,67.0,769.0,4064.19
267282,3.0,636.0,703.0,2563.6
267284,0.0,0.0,963.0,0.0
267285,1.0,877.0,1028.0,262.99
267286,5.0,829.0,856.0,2645.15
267287,5.0,936.0,1047.0,2379.06
267289,0.0,0.0,961.0,0.0
267291,3.0,1026.0,1093.0,1491.38
267293,5.0,770.0,829.0,3742.41
267294,1.0,366.0,502.0,3825.51
267295,0.0,0.0,441.0,0.0
267296,2.0,627.0,776.0,1701.15
267297,1.0,171.0,868.0,2595.64
267298,1.0,434.0,640.0,764.66
267300,1.0,154.0,693.0,1719.38
267301,3.0,963.0,1056.0,1869.29
267302,2.0,857.0,1027.0,1213.84
267304,0.0,0.0,413.0,0.0
267306,5.0,894.0,1066.0,2785.04
267307,3.0,792.0,836.0,2347.76
267308,1.0,40.0,65.0,1611.09
267309,3.0,987.0,1094.0,1745.16
267312,0.0,0.0,270.0,0.0
267316,4.0,947.0,1025.0,4636.3
267317,2.0,507.0,929.0,5792.41
267318,2.0,685.0,1070.0,5773.62
267320,3.0,774.0,843.0,1926.02
267322,5.0,991.0,1052.0,2834.55
267323,3.0,878.0,967.0,1428.76
267324,6.0,620.0,1009.0,2986.08
267325,5.0,670.0,805.0,2005.58
267326,2.0,198.0,721.0,5681.36
267327,2.0,800.0,907.0,3332.68
267328,2.0,653.0,681.0,3454.23
267329,3.0,368.0,667.0,2216.63
267330,4.0,737.0,888.0,1120.19
267331,0.0,0.0,713.0,0.0
267332,4.0,927.0,994.0,2982.95
267333,0.0,0.0,808.0,0.0
267335,1.0,414.0,656.0,3911.7
267337,4.0,426.0,506.0,1613.3
267338,4.0,947.0,1014.0,1347.55
267339,1.0,160.0,242.0,917.15
267341,1.0,816.0,1023.0,5895.18
267343,2.0,476.0,1008.0,2572.44
267344,2.0,469.0,499.0,6052.64
267345,5.0,829.0,987.0,1252.41
267346,9.0,756.0,813.0,1382.48
267347,2.0,589.0,812.0,4138.78
267348,3.0,411.0,720.0,1985.69
267349,5.0,970.0,991.0,2541.28
267350,1.0,428.0,1051.0,5105.1
267356,3.0,676.0,947.0,1466.34
267358,5.0,917.0,1020.0,2002.04
267359,3.0,825.0,969.0,3142.62
267360,0.0,0.0,568.0,0.0
267361,5.0,714.0,715.0,4096.01
267364,2.0,639.0,782.0,4326.63
267365,1.0,365.0,1017.0,6906.25
267366,2.0,256.0,899.0,1822.14
267367,1.0,220.0,431.0,1839.82
267370,1.0,607.0,822.0,274.04
267372,1.0,239.0,481.0,2331.55
267374,3.0,522.0,868.0,1921.96
267375,0.0,0.0,104.0,0.0
267376,1.0,375.0,540.0,815.49
267377,3.0,547.0,612.0,729.3
267378,3.0,643.0,794.0,1695.81
267379,3.0,365.0,937.0,1928.22
267380,1.0,203.0,920.0,1190.08
267382,1.0,494.0,522.0,5803.46
267383,2.0,903.0,1071.0,2758.63
267384,1.0,455.0,530.0,5944.9
267385,2.0,280.0,399.0,2897.86
267386,2.0,673.0,1012.0,1853.08
267387,2.0,555.0,783.0,3626.06
267389,1.0,379.0,780.0,3444.28
267390,3.0,660.0,747.0,2264.14
267395,4.0,769.0,820.0,1056.93
267396,1.0,302.0,595.0,2313.87
267398,3.0,481.0,957.0,2984.6
267400,0.0,0.0,893.0,0.0
267401,5.0,537.0,1088.0,2375.09
267402,4.0,670.0,1006.0,2785.43
267403,1.0,382.0,848.0,1194.51
267405,0.0,0.0,272.0,0.0
267406,3.0,810.0,1086.0,944.04
267407,1.0,508.0,661.0,737.04
267408,3.0,764.0,1026.0,2175.01
267411,0.0,0.0,280.0,0.0
267412,1.0,57.0,214.0,5852.08
267413,2.0,715.0,825.0,1724.91
267414,3.0,605.0,1013.0,6616.37
267415,1.0,821.0,865.0,5917.28
267419,7.0,711.0,865.0,4832.64
267420,6.0,944.0,1088.0,3307.82
267422,3.0,519.0,920.0,2697.67
267424,1.0,170.0,574.0,795.6
267425,4.0,750.0,1003.0,3156.43
267426,2.0,660.0,660.0,298.9
267429,4.0,944.0,1092.0,2755.32
267430,5.0,955.0,1084.0,2933.78
267432,2.0,832.0,960.0,4076.9
267433,3.0,835.0,847.0,1533.0
267436,4.0,734.0,1002.0,2854.21
267437,3.0,724.0,827.0,2838.38
267439,6.0,636.0,814.0,2988.84
267441,0.0,0.0,54.0,0.0
267442,5.0,261.0,334.0,1820.16
267445,1.0,337.0,699.0,537.03
267446,2.0,744.0,746.0,4101.76
267447,4.0,423.0,474.0,2645.37
267448,1.0,131.0,749.0,809.96
267449,1.0,505.0,846.0,393.38
267450,1.0,216.0,732.0,4160.32
267452,1.0,276.0,553.0,2791.23
267453,2.0,314.0,493.0,1352.52
267455,4.0,778.0,1025.0,1780.71
267457,0.0,0.0,926.0,0.0
267460,1.0,638.0,646.0,848.64
267462,3.0,384.0,471.0,4218.52
267463,4.0,942.0,1053.0,1874.91
267464,4.0,641.0,1044.0,1343.4
267465,8.0,950.0,961.0,2286.66
267466,2.0,507.0,713.0,2268.56
267467,5.0,718.0,901.0,2461.72
267468,0.0,0.0,515.0,0.0
267470,4.0,510.0,835.0,2039.28
267473,3.0,528.0,986.0,5924.27
267474,1.0,411.0,843.0,906.1
267475,2.0,769.0,1040.0,4393.48
267476,0.0,0.0,24.0,0.0
267478,4.0,936.0,1084.0,1583.74
267479,3.0,715.0,1042.0,2913.88
267480,3.0,278.0,724.0,3071.9
267482,3.0,605.0,1094.0,1698.39
267483,2.0,249.0,599.0,4956.48
267484,0.0,0.0,724.0,0.0
267485,2.0,191.0,578.0,3968.06
267486,5.0,938.0,1057.0,3644.51
267488,4.0,446.0,598.0,3117.2
267489,1.0,84.0,922.0,1284.01
267490,5.0,733.0,755.0,1372.63
267492,1.0,572.0,812.0,8215.67
267497,4.0,664.0,953.0,2261.94
267498,2.0,921.0,954.0,1878.5
267499,3.0,174.0,456.0,1050.49
267500,4.0,809.0,893.0,1243.12
267503,3.0,926.0,1053.0,2036.52
267504,4.0,537.0,611.0,5566.71
267508,4.0,1050.0,1094.0,2436.52
267510,1.0,536.0,990.0,5519.48
267511,0.0,0.0,69.0,0.0
267512,3.0,686.0,875.0,1296.16
267517,3.0,210.0,517.0,3338.57
267522,4.0,414.0,805.0,4011.7
267524,1.0,109.0,937.0,1806.68
267525,0.0,0.0,490.0,0.0
267527,4.0,578.0,589.0,3893.47
267528,4.0,585.0,683.0,4956.48
267529,3.0,591.0,998.0,5034.75
267534,3.0,848.0,871.0,4396.43
267536,1.0,293.0,886.0,83.98
267537,2.0,157.0,818.0,3117.76
267538,6.0,761.0,937.0,2785.89
267539,0.0,0.0,1015.0,0.0
267540,4.0,856.0,962.0,4303.42
267542,3.0,923.0,1008.0,3006.7
267543,0.0,0.0,769.0,0.0
267544,1.0,154.0,1034.0,1107.21
267545,0.0,0.0,1025.0,0.0
267546,1.0,607.0,739.0,2930.46
267547,7.0,433.0,694.0,1191.98
267549,1.0,29.0,173.0,5847.66
267550,5.0,506.0,741.0,2827.92
267551,3.0,317.0,1033.0,4600.12
267552,3.0,855.0,937.0,2843.53
267555,3.0,935.0,1033.0,3975.42
267557,1.0,627.0,946.0,3265.28
267558,2.0,363.0,471.0,454.16
267559,0.0,0.0,696.0,0.0
267560,3.0,497.0,894.0,2000.05
267562,1.0,472.0,683.0,1021.02
267565,2.0,528.0,739.0,1798.39
267568,3.0,349.0,682.0,2862.32
267573,1.0,165.0,826.0,1607.78
267574,2.0,520.0,789.0,640.35
267575,5.0,616.0,1059.0,4164.52
267576,3.0,516.0,528.0,2452.36
267577,3.0,257.0,603.0,1715.7
267579,1.0,373.0,892.0,444.21
267580,1.0,346.0,762.0,1429.87
267583,2.0,549.0,580.0,6563.7
267585,0.0,0.0,258.0,0.0
267586,2.0,414.0,773.0,1070.74
267588,5.0,783.0,927.0,2761.17
267589,1.0,78.0,931.0,7712.9
267592,3.0,136.0,243.0,4096.6
267594,3.0,493.0,804.0,2032.1
267595,3.0,634.0,745.0,3769.89
267596,4.0,869.0,1009.0,4412.82
267597,2.0,616.0,906.0,2558.07
267598,4.0,909.0,1043.0,1889.27
267599,1.0,165.0,504.0,4879.68
267603,1.0,719.0,992.0,2078.5
267604,4.0,719.0,998.0,1442.3
267606,2.0,887.0,1012.0,4458.68
267607,1.0,731.0,1088.0,411.06
267609,2.0,170.0,807.0,4085.74
267610,1.0,226.0,531.0,2347.02
267611,4.0,774.0,928.0,1803.08
267613,4.0,826.0,880.0,2195.36
267615,2.0,809.0,964.0,2350.89
267616,1.0,279.0,965.0,4674.15
267617,3.0,114.0,213.0,3166.19
267618,5.0,1042.0,1070.0,2959.63
267620,4.0,691.0,817.0,4398.45
267621,3.0,473.0,512.0,2693.99
267622,4.0,959.0,1011.0,2105.02
267623,1.0,527.0,817.0,1701.7
267624,2.0,606.0,971.0,3570.25
267629,3.0,770.0,815.0,2237.62
267630,0.0,0.0,581.0,0.0
267631,6.0,1028.0,1088.0,1711.28
267632,1.0,768.0,791.0,1538.16
267633,1.0,283.0,812.0,1372.41
267634,4.0,197.0,266.0,5810.37
267635,2.0,86.0,125.0,1459.7
267636,0.0,0.0,303.0,0.0
267637,2.0,129.0,405.0,1111.63
267638,1.0,18.0,718.0,433.16
267639,4.0,474.0,683.0,2766.37
267640,1.0,693.0,951.0,5936.06
267642,3.0,1033.0,1094.0,1302.8
267643,3.0,675.0,816.0,3347.04
267644,3.0,741.0,834.0,2425.48
267646,3.0,612.0,752.0,1211.82
267648,1.0,93.0,1089.0,4896.26
267649,3.0,816.0,893.0,2920.15
267651,3.0,506.0,571.0,1705.02
267652,5.0,539.0,634.0,1744.8
267653,6.0,975.0,1056.0,2699.33
267654,2.0,373.0,941.0,1832.09
267655,3.0,829.0,876.0,1303.16
267656,4.0,867.0,876.0,1500.87
267657,3.0,761.0,857.0,3902.49
267658,3.0,762.0,975.0,1360.99
267660,0.0,0.0,787.0,0.0
267661,3.0,660.0,777.0,1137.41
267662,4.0,727.0,1020.0,2373.82
267663,0.0,0.0,524.0,0.0
267664,2.0,745.0,1042.0,2401.72
267665,6.0,1054.0,1062.0,2098.76
267666,3.0,729.0,799.0,3268.96
267667,2.0,343.0,395.0,1642.03
267668,5.0,824.0,956.0,2836.54
267669,1.0,301.0,707.0,1139.26
267671,2.0,620.0,1031.0,1962.48
267673,6.0,692.0,733.0,1450.13
267674,2.0,658.0,883.0,1367.99
267677,3.0,350.0,511.0,3234.34
267680,2.0,576.0,650.0,2472.99
267681,2.0,548.0,603.0,2032.65
267682,3.0,862.0,908.0,1438.34
267683,3.0,943.0,954.0,844.22
267685,0.0,0.0,10.0,0.0
267687,1.0,860.0,1013.0,1242.02
267688,1.0,187.0,827.0,4834.38
267690,4.0,438.0,679.0,2122.43
267691,2.0,666.0,1067.0,1722.14
267693,3.0,486.0,915.0,2751.45
267696,2.0,710.0,1092.0,1023.23
267697,4.0,568.0,711.0,3081.29
267698,2.0,242.0,440.0,148.07
267699,3.0,891.0,1043.0,3162.88
267700,4.0,897.0,966.0,2395.92
267701,6.0,960.0,962.0,1341.47
267702,2.0,815.0,1050.0,2438.18
267704,2.0,75.0,1059.0,5222.23
267706,1.0,570.0,834.0,82.88
267707,3.0,811.0,1015.0,830.59
267711,4.0,829.0,883.0,1797.56
267712,1.0,326.0,552.0,322.66
267713,2.0,188.0,963.0,3158.09
267714,5.0,674.0,830.0,1208.21
267715,5.0,413.0,1010.0,2326.91
267716,1.0,26.0,339.0,3206.71
267718,4.0,847.0,910.0,2531.0
267719,0.0,0.0,517.0,0.0
267720,2.0,301.0,824.0,3373.01
267721,1.0,276.0,996.0,3478.54
267724,3.0,420.0,939.0,4580.59
267726,2.0,405.0,865.0,2267.46
267727,3.0,580.0,691.0,2452.0
267732,0.0,0.0,986.0,0.0
267734,5.0,940.0,1055.0,2268.79
267737,2.0,510.0,1009.0,3477.44
267738,3.0,716.0,808.0,1515.69
267739,3.0,193.0,418.0,3054.96
267740,3.0,886.0,982.0,1951.8
267742,3.0,481.0,647.0,1996.37
267743,2.0,496.0,732.0,3753.13
267745,3.0,703.0,718.0,2518.66
267747,3.0,839.0,979.0,1756.21
267748,4.0,709.0,761.0,3172.18
267749,1.0,685.0,726.0,3666.39
267750,2.0,169.0,176.0,4195.13
267752,3.0,465.0,1026.0,1268.17
267753,3.0,772.0,964.0,2553.29
267754,2.0,622.0,992.0,2733.77
267756,5.0,823.0,993.0,1751.2
267757,2.0,20.0,226.0,1514.4
267759,2.0,412.0,731.0,2838.19
267760,4.0,938.0,1021.0,1231.25
267763,1.0,292.0,914.0,5418.92
267764,0.0,0.0,194.0,0.0
267768,9.0,1042.0,1065.0,1453.93
267769,3.0,879.0,896.0,1420.29
267771,2.0,49.0,535.0,3118.31
267772,3.0,896.0,1002.0,1756.21
267774,3.0,285.0,1032.0,965.03
267775,4.0,1011.0,1024.0,1274.89
267776,1.0,312.0,527.0,3783.52
267778,4.0,851.0,904.0,3134.88
267780,1.0,17.0,540.0,2634.32
267781,4.0,746.0,1020.0,1582.36
267782,2.0,539.0,899.0,2676.86
267783,6.0,854.0,1057.0,2806.52
267784,2.0,743.0,772.0,2656.97
267785,0.0,0.0,434.0,0.0
267786,3.0,598.0,601.0,1700.23
267792,5.0,637.0,677.0,4220.44
267793,3.0,227.0,372.0,4323.13
267794,4.0,835.0,926.0,2924.11
267795,1.0,816.0,1069.0,2581.28
267797,0.0,0.0,784.0,0.0
267798,0.0,0.0,562.0,0.0
267801,7.0,732.0,745.0,2719.88
267802,2.0,480.0,512.0,5885.23
267803,0.0,0.0,124.0,0.0
267804,1.0,522.0,983.0,2214.42
267805,2.0,728.0,1058.0,2690.12
267806,5.0,798.0,960.0,4980.46
267807,3.0,471.0,1087.0,2001.89
267808,2.0,248.0,390.0,541.45
267809,0.0,0.0,519.0,0.0
267811,3.0,1016.0,1031.0,4689.25
267812,3.0,315.0,629.0,1130.78
267813,2.0,673.0,1065.0,6881.39
267814,3.0,719.0,961.0,2482.94
267815,2.0,793.0,924.0,1969.66
267817,2.0,298.0,336.0,1645.34
267818,1.0,607.0,956.0,6621.16
267819,3.0,378.0,793.0,738.51
267825,6.0,848.0,863.0,3731.58
267826,4.0,255.0,594.0,4608.13
267827,5.0,572.0,671.0,3660.2
267828,0.0,0.0,488.0,0.0
267830,4.0,632.0,956.0,4323.59
267831,1.0,131.0,556.0,1997.84
267832,4.0,532.0,838.0,3026.32
267833,0.0,0.0,240.0,0.0
267835,2.0,781.0,872.0,2187.9
267836,3.0,881.0,987.0,3145.57
267838,0.0,0.0,585.0,0.0
267840,2.0,558.0,711.0,4151.49
267842,4.0,931.0,1001.0,3783.8
267844,3.0,1027.0,1042.0,2601.17
267846,1.0,648.0,783.0,977.92
267849,1.0,529.0,660.0,5396.82
267851,1.0,517.0,666.0,291.72
267852,2.0,658.0,765.0,3617.22
267853,3.0,727.0,842.0,1400.4
267854,4.0,183.0,1092.0,3549.54
267856,2.0,628.0,927.0,1594.52
267858,4.0,756.0,779.0,2960.02
267859,1.0,134.0,901.0,3155.88
267860,1.0,489.0,1067.0,3911.7
267862,0.0,0.0,403.0,0.0
